run,lab no,        pH       ,om , P ,K ,sand ,   silt    ,clay,texture,from,transplant,var,no,x1,y1,tam,amphoe,prov,soilseries,seriesname,suit,text.code,se.tex
472,2838,4.97,2,6,162,66.4,20.4,13.2,sandy loam,540804-3,หว่านข้าวแห้ง,สันป่าตอง 1,1537,621617,2023747,ต.ทุ่งแค้ว,อ.หนองม่วงไข่,จ.แพร่,Kp,กำแพงเพชร,N,s.l,Kp.s.l
473,2839,6.17,1.86,5,39,52.4,30.4,17.2,sandy loam,540804-4,ปักดำ (คน),สันป่าตอง 1,1538,621303,2022448,ต.ทุ่งแค้ว,อ.หนองม่วงไข่,จ.แพร่,Kp,กำแพงเพชร,N,s.l,Kp.s.l
474,1650/61,5.86,2.39,5,92,54.2,27.5,18.3,sandy loam,S1W26110-1,ปักดำ (เครื่อง),กข10,1568,629007,2015806,ต.แม่หล่าย,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,N,s.l,Kp.s.l
475,1652/61,5.54,2.14,5,59,54.2,29.4,16.4,sandy loam,S1W26110-3,ปักดำ (เครื่อง),กข10,1570,629007,2015806,ต.แม่หล่าย,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,N,s.l,Kp.s.l
476,869/61,4.91,1.8,7.1355,59,56.4,24.9,18.7,sandy loam,580401-8,ปักดำ (คน),ขาวดอกมะลิ 105 ,1774,385095,2014192,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,N,s.l,Kp.s.l
477,716/61,6.05,2.471006902,85,169,61.7,21.8,16.5,sandy loam,580405-124,ปักดำ (คน),กข21,1777,385346,2000382,ต.แม่ยวม,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,N,s.l,Kp.s.l
478,96/61,5.43,1.57,3,28,67.8,24.2,8,sandy loam,540104-1,ปักดำ (คน),กข10,1106,627347,2003046,ต.ป่าแดง,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
479,97/61,5.22,1.78,7,24,61.8,30,8.2,sandy loam,540104-2,ปักดำ (คน),กข14,1107,627780,2002828,ต.ป่าแดง,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
480,164/61,6.19,1.73,16,75,61.8,21.6,16.6,sandy loam,540107-1,หยอดข้าวแห้ง,ขาวดอกมะลิ 105,1118,619045,2011642,ต.วังธง,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
481,1222,5.74,1.98,26,42,58,24,18,sandy loam,540109-2,ปักดำ (เครื่อง),สันป่าตอง 1,1140,629710,2015774,ต.ห้วยม้า,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
482,2904,5.67,2.57,118.0938,184,58,23.6,18.4,sandy loam,540110-1,ปักดำ (คน),สันป่าตอง 1,1147,616867,2006398,ต.ป่าแมต,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
483,1232,4.83,0.61,6,15,64,23.6,12.4,sandy loam,540111-5,หว่านข้าวแห้ง,กข10,1164,628098,2008817,ต.เหมืองหม้อ,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
484,2877,6.22,1.501,3,53,62,26,12,sandy loam,540114-5,หว่านน้ำตม,สันป่าตอง 1,1177,630000,2018321,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
485,2878,5.39,1.79,13,71,56,26,18,sandy loam,540114-6,หว่านข้าวแห้ง,สันป่าตอง 1,1178,629435,2018261,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
486,1236,5.44,2.7,14,55,58.4,25.6,16,sandy loam,540116-1,ปักดำ (คน),ธัญสิริน,1182,620996,2016216,ต.วังหงษ์,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
487,2836,6.47,1.76,23,144,62.8,22,15.2,sandy loam,540116-7,ปักดำ (คน),หอมเมืองเลย,1187,620921,2015980,ต.ท่าข้าม,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
488,1248,7.3,1.55,26,28,76,14,10,sandy loam,540204-3,หว่านน้ำตม,สันป่าตอง 1,1211,634935,2022486,ต.ร้องเข็ม,อ.ร้องกวาง,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
489,2862,6,2.65,5,73,57.6,24.4,18,sandy loam,540206-1,ปักดำ (เครื่อง),หอมทอง,1218,636092,2014264,ต.บ้านเวียง,อ.ร้องกวาง,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
490,2814,6.93,1.33,18,36,62.8,18.8,18.4,sandy loam,540801-2,ปักดำ (คน),กข10,1516,627908,2019270,ต.แม่คำมี,อ.หนองม่วงไข่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
491,2902,5.8,1.936,4,61,56,28,16,sandy loam,540803-4,หว่านน้ำตม,กข14,1534,623281,2020179,ต.น้ำรัด,อ.หนองม่วงไข่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
492,2837,6.27,1.79,10,35,66.8,18,15.2,sandy loam,540804-2,ปักดำ (เครื่อง),สันป่าตอง 1,1536,621496,2022721,ต.ทุ่งแค้ว,อ.หนองม่วงไข่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
493,1626/61,5.8,1.34,5,40,57,25.1,17.9,sandy loam,S1W26101-1,ปักดำ (เครื่อง),สันป่าตอง 1,1544,628565,2017505,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
494,1627/61,5.96,1.06,5,39,57,25.1,17.9,sandy loam,S1W26101-2,โยนกล้า,สันป่าตอง 1,1545,628565,2017505,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
495,1647/61,5.57,1.84,2,87,58.2,23.6,18.2,sandy loam,S1W26109-1,ปักดำ (คน),สันป่าตอง 1,1565,617358,2007766,ต.ป่าแมต,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
496,718/61,5.95,2.387772985,97,179,59.8,21.6,18.6,sandy loam,580405-126,ปักดำ (คน),ขาวดอกมะลิ 105,1779,385975,2002122,ต.แม่ยวม,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
497,719/61,5.72,2.214368992,88,175,59.8,21.5,18.7,sandy loam,580405-127,ปักดำ (คน),ขาวดอกมะลิ 105,1780,386486,1999259,ต.แม่ยวม,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
498,2472,4.29,2.87,13,100,62,24,14,sandy loam,520402-13,ปักดำ (คน),กข6,1883,521659,2003162,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S1,s.l,Kp.s.l
499,98/61,6.56,1.65,3,27,57.8,26.1,16.1,sandy loam,540104-3,ปักดำ (คน),กข10,1108,627762,2003977,ต.สวนเขื่อน,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
500,111/61,5.33,2.58,8,25,59.3,23.9,16.8,sandy loam,540112-1,ปักดำ (คน),ซิว,1166,629419,2005568,ต.สวนเขื่อน,อ.เมืองแพร่,จ.แพร่,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
501,2951,5.25,1.21,6.9156,50,67.2,15.6,17.2,sandy loam,540702-2,ปักดำ (คน),กข10,1485,545677,1962719,ต.สรอย,อ.วังชิ้น,จ.แพร่,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
502,658/61,5.04,2.6,32,113,65.2,16.6,18.2,sandy loam,580103-14,ปักดำ (คน),ขาวดอกมะลิ 105,1612,386716,2049202,ต.แม่ลาหลวง,อ.แม่ลาน้อย,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
503,792/61,5.64,1.945192965,33,78,59,23.2,17.8,sandy loam,580302-8,ปักดำ (คน),สันป่าตอง 1,1669,442014,2143732,ต.เวียงเหนือ,อ.ปาย,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
504,647/61,6.44,1.82,71,191,60.8,26.5,12.7,sandy loam,580602-5,ปักดำ (คน),ขาวดอกมะลิ 105,1813,386400,1993936,ต.แม่คะตวน,อ.สบเมย,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
505,2460,4.2,1.14,10,140,72.4,20,7.6,sandy loam,520402-1,ปักดำ (คน),กข8,1879,521160,2002031,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
506,2469,4.5,1.5,10,107,60.4,23.6,16,sandy loam,520402-10,ปักดำ (คน),กข20,1880,521160,2002031,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
507,2471,4.29,0.86,7,128,64,28,8,sandy loam,520402-12,ปักดำ (คน),กข6,1882,521160,2002031,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
508,2473,4.98,1.14,9,57,68,24,8,sandy loam,520402-14,ปักดำ (คน),กข31,1884,521160,2002031,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
509,2461,4.29,1.22,5,43,62.4,24,13.6,sandy loam,520402-2,ปักดำ (คน),กข6,1889,521160,2002031,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
510,2463,4.35,1.5,10,47,70.4,20,9.6,sandy loam,520402-4,หว่านน้ำตม,กข6,1891,521160,2002031,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S2,s.l,Kp.s.l
511,656/61,5.04,1.76,8,57,70.9,19.1,10,sandy loam,580103-12,ปักดำ (คน),กข21,1610,386874,2048486,ต.แม่ลาหลวง,อ.แม่ลาน้อย,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
512,837/61,5.73,2.59,17.7483,139,63.5,20.4,16.1,sandy loam,580303-6,ปักดำ (คน),สันป่าตอง 1,1689,438919,2145799,ต.แม่นาเติง,อ.ปาย,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
513,862/61,5.7,0.93,4.7838,55,64.4,20.9,14.7,sandy loam,580401-1,ปักดำ (คน),ขาวดอกมะลิ 105 ,1723,385082,2013810,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
514,873/61,5.15,0.17,2.0904,18,75.1,16.9,8,sandy loam,580401-12,ปักดำ (คน),ขาวดอกมะลิ 105 ,1729,385490,2013769,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
515,700/61,6.77,2.15,150,122,74.4,13.8,11.8,sandy loam,580401-30,ปักดำ (คน),ขาวดอกมะลิ 105,1753,386096,2012985,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
516,707/61,5.65,1.72,30,94,63.8,20,16.2,sandy loam,580401-37,ปักดำ (คน),ขาวดอกมะลิ 105,1760,385608,2012858,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
517,866/61,6.18,1.88,5.2461,68,60.4,22.9,16.7,sandy loam,580401-5,ปักดำ (คน),กข21,1768,385044,2013587,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
518,867/61,5.26,1.08,5.2059,36,72.4,16.8,10.8,sandy loam,580401-6,ปักดำ (คน),ขาวดอกมะลิ 105 ,1770,385274,2013672,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
519,2470,4.16,1.22,7,91,60.4,27.6,12,sandy loam,520402-11,ปักดำ (คน),กข6,1881,519130,2001566,ต.เสริมขวา,อ.เสริมงาม,จ.ลำปาง,Kp,กำแพงเพชร,S3,s.l,Kp.s.l
520,91/61,5.06,2.5,4,90,40.1,31.9,28,clay loam,540102-2,ปักดำ (เครื่อง),สันป่าตอง 1,1101,624676,2002474,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
521,93/61,6.32,2.63,6,81,43.9,28,28.1,clay loam,540102-4,ปักดำ (คน),สันป่าตอง 1,1103,624495,2002464,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
522,94/61,5.68,2.64,7,109,39.8,30,30.2,clay loam,540102-5,ปักดำ (คน),ขาวดอกมะลิ 105,1104,624771,2002274,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
523,95/61,6.43,2.14,4,62,41.8,30.2,28,clay loam,540102-6,หยอดข้าวแห้ง,ขาวดอกมะลิ 105,1105,624746,2002205,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
524,2882,6.66,2.72,4,122,40,22,38,clay loam,540114-10,ปักดำ (เครื่อง),สันป่าตอง 1,1173,626965,2016550,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
525,2879,6.11,2.79,5,261,42,24,34,clay loam,540114-7,หว่านข้าวแห้ง,สันป่าตอง 1,1179,627810,2016639,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
526,2880,5.24,2.79,3,120,42,26,32,clay loam,540114-8,หว่านน้ำตม,สันป่าตอง 1,1180,627650,2016593,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
527,2881,6.71,2.87,6,115,40,26,34,clay loam,540114-9,หว่านน้ำตม,สันป่าตอง 1,1181,626993,2016584,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
528,116/61,6.64,2.12,12,62,43.2,27.7,29.1,clay loam,540120-1,ปักดำ (เครื่อง),กข6,1202,624436,2005272,ต.กาญจนา,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
529,2918,6.13,2.34,12.8925,125,43.2,28.8,28,clay loam,540402-1,หว่านน้ำตม,กข10,1260,617211,1994153,ต.น้ำชำ,อ.สูงเม่น,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
530,2984,6.41,2.3,9.588,57,44,26,30,clay loam,540403-1,ปักดำ (คน),กข10,1269,619340,1995037,ต.หัวฝาย,อ.สูงเม่น,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
531,2986,5.97,2.68,10.6284,56,41.6,28.8,29.6,clay loam,540403-3,ปักดำ (คน),กข10,1271,619475,1994101,ต.หัวฝาย,อ.สูงเม่น,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
532,2991,5.13,1.96,15.8916,62,40.8,31.2,28,clay loam,540404-1,ปักดำ (คน),สันป่าตอง 1,1276,619982,1998836,ต.ดอนมูล,อ.สูงเม่น,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
533,2995,6.36,2.43,13.0356,86,38.8,33.2,28,clay loam,540404-5,หว่านน้ำตม,กข10,1281,620450,1999478,ต.ร่องกาศ,อ.สูงเม่น,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
534,2813,6.67,1.98,13,52,40.8,30.8,28.4,clay loam,540801-1,ปักดำ (คน),กข10,1515,627626,2018884,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
535,1629/61,6.25,2.22,2,94,42.9,24.9,32.2,clay loam,S1W26102-1,ปักดำ (คน),กข6,1547,627421,2017099,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
536,1630/61,6.04,2.12,2,105,42.9,26.9,30.2,clay loam,S1W26102-2,ปักดำ (คน),กข6,1548,627421,2017099,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
537,1631/61,5.7,2.04,2,91,42.9,26.9,30.2,clay loam,S1W26102-3,ปักดำ (คน),กข6,1549,627421,2017099,ต.แม่คำมี,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
538,1641/61,6.9,3.44,11,71,42.2,29.5,28.3,clay loam,S1W26107-1,ปักดำ (คน),กข6 ต้นเตี้ย,1559,624043,2003428,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
539,1642/61,7.11,3.4,11,76,42.4,29.2,28.4,clay loam,S1W26107-2,ปักดำ (คน),กข6 ต้นเตี้ย,1560,624043,2003428,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
540,1643/61,7.25,3.25,8,66,40,30,30,clay loam,S1W26107-3,ปักดำ (คน),กข6 ต้นเตี้ย,1561,624043,2003428,ต.นาจักร,อ.เมืองแพร่,จ.แพร่,Lp,ลำปาง,S1,c.l,Lp.c.l
541,2415,4.84,2.56,8,105,40.4,25.6,34,clay loam,570404-11,หว่านข้าวแห้ง,กข15,38,617153,2163366,ต.แม่ลอย,อ.เทิง,จ.เชียงราย,Lp,ลำปาง,S2,c.l,Lp.c.l
542,2421,5.37,1.4,5,59,44.4,27.6,28,clay loam,570404-17,หว่านข้าวแห้ง,ขาวดอกมะลิ 105,44,616544,2167808,ต.หนองแรด,อ.เทิง,จ.เชียงราย,Lp,ลำปาง,S2,c.l,Lp.c.l
543,2408,5.2,2.05,13,230,40.4,27.6,32,clay loam,570404-4,หว่านข้าวแห้ง,กข15,49,611531,2164581,ต.แม่ลอย,อ.เทิง,จ.เชียงราย,Lp,ลำปาง,S2,c.l,Lp.c.l
544,1143/61,4.78,2.43096978,4.029,134,41.8,25.6,32.6,clay loam,560401-6,ปักดำ (คน),กข6,945,634962,2091007,ต.บ้านมาง,อ.เชียงม่วน,จ.พะเยา,Lp,ลำปาง,S2,c.l,Lp.c.l
545,535/61,5.41,2.158133708,9,111,42.5,21.7,35.8,clay loam,560506-1,หว่านข้าวแห้ง,ขาวดอกมะลิ 105,990,610536,2122664,ต.สันโค้ง,อ.ดอกคำใต้,จ.พะเยา,Lp,ลำปาง,S2,c.l,Lp.c.l
